Mod:Item:MetaData, Localized Name
dcs_climate:dcs_fluidblock_sulfuric_acid:0, Sulfuric Acid
dcs_climate:dcs_fluidblock_fuel_gas:0, Fuel Gas
dcs_climate:dcs_fluidblock_fuel_oil:0, Fuel Oil
dcs_climate:dcs_fluidblock_nitrogen:0, Nitrogen
dcs_climate:dcs_fluidblock_ethanol:0, Ethanol
dcs_climate:dcs_crop_rice:3, Rice Plant
dcs_climate:dcs_crop_onion:3, Onion Plant
dcs_climate:dcs_crop_spinach:3, Spinach Plant
dcs_climate:dcs_crop_bean:3, Bean Plant
dcs_climate:dcs_crop_chili:3, Chili Pepper Plant
dcs_climate:dcs_crop_garlic:3, Garlic Plant
dcs_climate:dcs_crop_lettuce:3, Leaf Lettuce Plant
dcs_climate:dcs_crop_tomato:7, Tomato Plant
dcs_climate:dcs_crop_coffee:7, Coffee Plant
dcs_climate:dcs_crop_cotton:7, Cotton Plant
dcs_climate:dcs_leaves_lemon:3, Lemon Leaves Block
dcs_climate:dcs_leaves_olive:3, Olive Leaves Block
dcs_climate:dcs_leaves_morus:3, Morus Leaves Block
dcs_climate:dcs_leaves_walnut:3, Walnut Leaves Block
dcs_climate:dcs_leaves_dates:3, Date Leaves Block
dcs_climate:dcs_leaves_datescrop:3, Date Crop Block
dcs_climate:dcs_leaves_tea:1, Tea Leaves Block
dcs_climate:dcs_crop_sapling:0, Lemon Sapling
dcs_climate:dcs_crop_sapling:1, Olive Sapling
dcs_climate:dcs_crop_sapling:2, Tea Sapling
dcs_climate:dcs_crop_sapling:3, Morus Sapling
dcs_climate:dcs_crop_sapling2:0, Walnut Sapling
dcs_climate:dcs_crop_sapling2:1, Date Sapling
dcs_climate:dcs_device_pottery_pot:0, Pottery Pot
dcs_climate:dcs_device_steel_pot:0, Steel Pot
dcs_climate:dcs_device_tea_pot:0, Tea Pot
dcs_climate:dcs_build_dish:0, White Dish
dcs_climate:dcs_build_dish:1, Silver Dish
dcs_climate:dcs_device_silkworm_box:0, Silkworm Rearing Box
dcs_climate:dcs_crop_lotus:3, Lotus Block
dcs_climate:dcs_crop_herb:3, Herb Plant
dcs_climate:dcs_crop_seaweed:0, Herb Plant
dcs_climate:dcs_crop_soy:7, Soy Plant
dcs_climate:dcs_food_crops:0, Rice Plant
dcs_climate:dcs_food_crops:1, Onion
dcs_climate:dcs_food_crops:2, Spinach
dcs_climate:dcs_food_crops:3, Tomato
dcs_climate:dcs_food_crops:4, Coffee Cherry
dcs_climate:dcs_food_crops:5, Cotton Flower
dcs_climate:dcs_food_crops:6, Lemon
dcs_climate:dcs_food_crops:7, Olive
dcs_climate:dcs_food_crops:8, Tea Leaves
dcs_climate:dcs_food_crops:9, Herb Leaves
dcs_climate:dcs_food_crops:10, Lotus Seeds
dcs_climate:dcs_food_crops:11, Mulberry
dcs_climate:dcs_food_crops:12, Green Soy beans
dcs_climate:dcs_food_crops:13, Chili Pepper
dcs_climate:dcs_food_crops:14, Garlic
dcs_climate:dcs_food_crops:15, Leaf Lettuce
dcs_climate:dcs_food_crops:16, Walnut
dcs_climate:dcs_food_crops:17, Dates
dcs_climate:dcs_food_seeds:0, Rice Seeds
dcs_climate:dcs_food_seeds:1, Onion Seeds
dcs_climate:dcs_food_seeds:2, Spinach Seeds
dcs_climate:dcs_food_seeds:3, Tomato Seeds
dcs_climate:dcs_food_seeds:4, Coffee Seeds
dcs_climate:dcs_food_seeds:5, Cotton Seeds
dcs_climate:dcs_food_seeds:6, Lotus Root
dcs_climate:dcs_food_seeds:7, Herb Seeds
dcs_climate:dcs_food_seeds:8, Seaweed
dcs_climate:dcs_food_seeds:9, Soy Beans
dcs_climate:dcs_food_seeds:10, Beans
dcs_climate:dcs_food_seeds:11, Chili Pepper Seeds
dcs_climate:dcs_food_seeds:12, Seed Garlic
dcs_climate:dcs_food_seeds:13, Lettuce Seeds
dcs_climate:dcs_food_leaves:0, Roasted Coffee Beans
dcs_climate:dcs_food_leaves:1, Green Tea Leaves
dcs_climate:dcs_food_leaves:2, Black Tea Leaves
dcs_climate:dcs_food_petals:0, Lotus Petal
dcs_climate:dcs_food_petals:1, Black Petal
dcs_climate:dcs_food_dairy:0, Butter
dcs_climate:dcs_food_dairy:1, Cheese
dcs_climate:dcs_food_dairy:2, Custard
dcs_climate:dcs_food_dairy:3, Vegetable Whipped Cream
dcs_climate:dcs_food_dairy:4, Margarine
dcs_climate:dcs_food_meat:0, Viscera
dcs_climate:dcs_food_meat:1, Rennet
dcs_climate:dcs_food_meat:2, Raw Squid
dcs_climate:dcs_food_meat:3, Agar
dcs_climate:dcs_food_meat:4, Gelatine
dcs_climate:dcs_food_meat:5, Soymeat
dcs_climate:dcs_food_meat:6, Miso
dcs_climate:dcs_food_meat:7, Soysauce
dcs_climate:dcs_food_meat:8, White Bean Paste
dcs_climate:dcs_food_pastry:0, Pastry
dcs_climate:dcs_food_drop_oil:0, Seed Oil Drop
dcs_climate:dcs_food_drop_cream:0, Cream Drop
dcs_climate:dcs_food_pack:0, Empty Paper Pack
dcs_climate:dcs_food_pack:1, Water Pack
dcs_climate:dcs_food_pack:2, Milk Pack
dcs_climate:dcs_food_pack:3, Cream Pack
dcs_climate:dcs_food_pack:4, Seed Oil Pack
dcs_climate:dcs_food_pack:5, Vegetable Juice Pack
dcs_climate:dcs_food_pack:6, Lemonade Pack
dcs_climate:dcs_food_pack:7, Absinthe Pack
dcs_climate:dcs_food_pack:8, Green Tea Pack
dcs_climate:dcs_food_pack:9, Black Tea Pack
dcs_climate:dcs_food_pack:10, Coffee Pack
dcs_climate:dcs_food_pack:11, Stock Pack
dcs_climate:dcs_food_pack:12, Ethanol Pack
dcs_climate:dcs_food_pack:13, Soy Milk Pack
dcs_climate:dcs_food_noentity:0, Marshmallow
dcs_climate:dcs_food_noentity:1, Date and Nut
dcs_climate:dcs_food_noentity:2, Toffee
dcs_climate:dcs_food_bread:0, Dough
dcs_climate:dcs_food_bread:1, Round Bread
dcs_climate:dcs_food_bread:2, Molded Dough
dcs_climate:dcs_food_bread:3, White Bread
dcs_climate:dcs_food_bread:4, Buttered Slice Bread
dcs_climate:dcs_food_bread:5, Butter Toast
dcs_climate:dcs_food_bread:6, Raw Tomato Pizza
dcs_climate:dcs_food_bread:7, Tomato Pizza
dcs_climate:dcs_food_bread:8, Cream Bread
dcs_climate:dcs_food_bread:9, French Toast
dcs_climate:dcs_food_bread:10, Garlic Butter Bread
dcs_climate:dcs_food_bread:11, Garlic Toast
dcs_climate:dcs_food_bread:12, Raw Pita Bread
dcs_climate:dcs_food_bread:13, Pita Bread
dcs_climate:dcs_food_bread:14, Raw Pancake
dcs_climate:dcs_food_bread:15, pancake
dcs_climate:dcs_food_stick:0, Skewered Fish
dcs_climate:dcs_food_stick:1, Cooked Skewered Fish
dcs_climate:dcs_food_stick:2, Raw Yakitori
dcs_climate:dcs_food_stick:3, Cooked Yakitori
dcs_climate:dcs_food_stick:4, Skewered Pork
dcs_climate:dcs_food_stick:5, Cooked Skewered Pork
dcs_climate:dcs_food_stick:6, Skewered Beef
dcs_climate:dcs_food_stick:7, Cooked Skewered Beef
dcs_climate:dcs_food_stick:8, Skewered Mutton
dcs_climate:dcs_food_stick:9, Cooked Skewered Mutton
dcs_climate:dcs_food_stick:10, Skewered Squid
dcs_climate:dcs_food_stick:11, Cooked Skewered Squid
dcs_climate:dcs_food_stick:12, Raw Gohei Mochi
dcs_climate:dcs_food_stick:13, Cooked Gohei Mochi
dcs_climate:dcs_food_stick:14, Skewered Marshmallow
dcs_climate:dcs_food_stick:15, Baked Marshmallow
dcs_climate:dcs_food_tart:0, Raw Apple Tart
dcs_climate:dcs_food_tart:1, Apple Tart
dcs_climate:dcs_food_tart:2, Raw Lemon Cream Tart
dcs_climate:dcs_food_tart:3, Lemon Cream Tart
dcs_climate:dcs_food_tart:4, Raw Spinach Quiche
dcs_climate:dcs_food_tart:5, Spinach Quiche
dcs_climate:dcs_food_tart:6, Raw Potato Quiche
dcs_climate:dcs_food_tart:7, Potato Quiche
dcs_climate:dcs_food_tart:8, Raw Crostata
dcs_climate:dcs_food_tart:9, Crostata
dcs_climate:dcs_food_pie:0, Raw Sugar Pastry
dcs_climate:dcs_food_pie:1, Sugar Pastry
dcs_climate:dcs_food_pie:2, Raw Meat Pie
dcs_climate:dcs_food_pie:3, Meat Pie
dcs_climate:dcs_food_pie:4, Raw Chocolate Pie
dcs_climate:dcs_food_pie:5, Chocolate Pie
dcs_climate:dcs_food_pie:6, Raw Fruits Pie
dcs_climate:dcs_food_pie:7, Fruits Pie
dcs_climate:dcs_food_pie:8, Raw Mooncake
dcs_climate:dcs_food_pie:9, Mooncake
dcs_climate:dcs_food_pie:10, Raw Custard Pie
dcs_climate:dcs_food_pie:11, Custard Pie
dcs_climate:dcs_food_sandwich:0, Apple Sandwich
dcs_climate:dcs_food_sandwich:1, Egg Sandwich
dcs_climate:dcs_food_sandwich:2, Lemon Sandwich
dcs_climate:dcs_food_sandwich:3, Salad Sandwich
dcs_climate:dcs_food_clubsand:0, Beef Club Sandwich
dcs_climate:dcs_food_clubsand:1, Fish Club Sandwich
dcs_climate:dcs_food_rice:0, Boiled Rice
dcs_climate:dcs_food_rice:1, Mushroom-Meshi
dcs_climate:dcs_food_rice:2, Rice Ball
dcs_climate:dcs_food_rice:3, Seaweed Rice Ball
dcs_climate:dcs_food_rice:4, Miso Rice Ball
dcs_climate:dcs_food_mochi:0, Raw Rice Cake
dcs_climate:dcs_food_mochi:1, Cooked Rice Cake
dcs_climate:dcs_food_teacup:0, NickelSilver Cup
dcs_climate:dcs_food_teacup:1, Porcelain Cup
dcs_climate:dcs_food_teacup:2, Tumbler Glass
dcs_climate:dcs_food_steakplate_item:0, Empty Steak Plate
dcs_climate:dcs_food_plate_meat:0, Raw Beef Steak
dcs_climate:dcs_food_plate_meat:1, Beef Steak
dcs_climate:dcs_food_plate_meat:2, Raw Pork Steak
dcs_climate:dcs_food_plate_meat:3, Pork Steak
dcs_climate:dcs_food_plate_meat:4, Raw Chicken Steak
dcs_climate:dcs_food_plate_meat:5, Chicken Steak
dcs_climate:dcs_food_plate_meat:6, Raw Fish Steak
dcs_climate:dcs_food_plate_meat:7, Fish Steak
dcs_climate:dcs_food_plate_meat:8, Raw Garlic Steak
dcs_climate:dcs_food_plate_meat:9, Garlic Steak
dcs_climate:dcs_food_plate_soup:0, Raw Buttered Potato
dcs_climate:dcs_food_plate_soup:1, Buttered Potato
dcs_climate:dcs_food_plate_soup:2, Raw Tomato Stew
dcs_climate:dcs_food_plate_soup:3, Tomato Stew Plate
dcs_climate:dcs_food_bowl_stew:0, Vegetable Soup
dcs_climate:dcs_food_bowl_stew:1, Egg Soup
dcs_climate:dcs_food_bowl_stew:2, Congee
dcs_climate:dcs_food_bowl_stew:3, Tomato Congee
dcs_climate:dcs_food_bowl_stew:4, Pumpkin Potage
dcs_climate:dcs_food_bowl_stew:5, Borscht
dcs_climate:dcs_food_bowl_stew:6, Mushroom Cream Stew
dcs_climate:dcs_food_bowl_stew:7, Purple Potage
dcs_climate:dcs_food_bowl_stew:8, Lotusroot Soup
dcs_climate:dcs_food_bowl_stew:9, Squid Ink Risotto
dcs_climate:dcs_food_bowl_stew:10, Seaweed Congee
dcs_climate:dcs_food_bowl_stew:11, Miso Soup
dcs_climate:dcs_food_bowl_stew:12, Simmered Giblets
dcs_climate:dcs_food_bowl_stew:13, Chili
dcs_climate:dcs_food_bowl_stew:14, Garlic Mushrooms
dcs_climate:dcs_food_bowl_stew:15, La zi ji
dcs_climate:dcs_food_salad:0, Green Salad
dcs_climate:dcs_food_salad:1, Potato Salad
dcs_climate:dcs_food_salad:2, Lotus Kinpira
dcs_climate:dcs_food_salad:3, Simmered Soybeans
dcs_climate:dcs_food_salad:4, Simmered Chicken and Vegetables
dcs_climate:dcs_food_salad:5, Spinach and Miso
dcs_climate:dcs_food_salad:6, Baked Beans
dcs_climate:dcs_food_salad:7, natto
dcs_climate:dcs_food_cake:0, Butter Cake Dough
dcs_climate:dcs_food_cake:1, Butter Cake
dcs_climate:dcs_food_cake:2, Chocolate Cake
dcs_climate:dcs_food_cake:3, Coffee Jelly
dcs_climate:dcs_food_cake:4, Lemon Jelly
dcs_climate:dcs_food_cake:5, Baked Custard
dcs_climate:dcs_food_cake:6, Berry Jelly
dcs_climate:dcs_food_cake:7, Kuzumochi
dcs_climate:dcs_food_cake:8, Raw Eggs en Cocotte
dcs_climate:dcs_food_cake:9, Eggs en Cocotte
dcs_climate:dcs_food_cake:10, Stickey Toffee Pudding
dcs_climate:dcs_food_icecream:0, Ice Cream
dcs_climate:dcs_food_icecream:1, Ice Cream with Kinako
dcs_climate:dcs_food_icecream:2, Berry Ice Cream
dcs_climate:dcs_food_icecream:3, Lemon Ice Cream
dcs_climate:dcs_food_icecream:4, Cookie Ice Cream
dcs_climate:dcs_food_wagashi:0, Kinako Mochi
dcs_climate:dcs_food_wagashi:1, Isobe Mochi
dcs_climate:dcs_food_wagashi:2, Zunda Mochi
dcs_climate:dcs_food_wagashi:3, Butter Mochi
dcs_climate:dcs_food_wagashi:4, Berry Daihuku
dcs_climate:dcs_food_wagashi:5, Walnut Yubeshi
dcs_climate:dcs_food_wagashi:6, Chestnut Manju
dcs_climate:dcs_food_wagashi:7, Nerikiri
dcs_climate:dcs_food_snack:0, Fried Potato
dcs_climate:dcs_food_snack:1, Fish and Chips
dcs_climate:dcs_food_snack:2, Potato Croquette
dcs_climate:dcs_food_snack:3, Pumpkin Croquette
dcs_climate:dcs_food_snack:4, Shawarma
dcs_climate:dcs_food_snack:5, Falafel Sandwich
dcs_climate:dcs_food_frying:0, Fried Pork
dcs_climate:dcs_food_frying:1, Fried Chicken
dcs_climate:dcs_food_frying:2, Fried Fish
dcs_climate:dcs_food_frying:3, Falafel
dcs_climate:dcs_food_setmeal:0, Breakfast Plate
dcs_climate:dcs_food_setmeal:1, Japanese Breakfast
dcs_climate:dcs_device_windmill:0, Windmill
dcs_climate:dcs_device_windmill_l:0, Large Windmill
dcs_climate:dcs_device_windmill_ex:0, EX Large Windmill
dcs_climate:dcs_device_shaft_s:0, Brass Shaft(I)
dcs_climate:dcs_device_shaft_l:0, Brass Shaft(L)
dcs_climate:dcs_device_shaft_ta:0, Brass Shaft(T-A)
dcs_climate:dcs_device_shaft_tb:0, Brass Shaft(T-B)
dcs_climate:dcs_device_shaft_x:0, Brass Shaft(X)
dcs_climate:dcs_device_gearbox:0, Gear Box
dcs_climate:dcs_device_crank_s:0, Brass Crank
dcs_climate:dcs_device_handcrank:0, Brass Handcrank
dcs_climate:dcs_device_fan:0, Motor Fan
dcs_climate:dcs_device_spinning_machine:0, Spinning Machine
dcs_climate:dcs_device_watermill:0, Watermill
dcs_climate:dcs_device_shaft_s_steel:0, Steel Shaft(I)
dcs_climate:dcs_device_shaft_l_steel:0, Steel Shaft(L)
dcs_climate:dcs_device_shaft_ta_steel:0, Steel Shaft(T-A)
dcs_climate:dcs_device_shaft_tb_steel:0, Steel Shaft(T-B)
dcs_climate:dcs_device_shaft_x_steel:0, Steel Shaft(X)
dcs_climate:dcs_device_redbox:0, Gear Red Box
dcs_climate:dcs_device_conveyor:0, Conveyor Belt
dcs_climate:dcs_device_stonemill:0, Stone Mill
dcs_climate:dcs_device_catapult:0, Catapult
dcs_climate:dcs_device_hopper_filter:0, Filter Hopper
dcs_climate:dcs_device_hopper_gold:0, Golden Hopper
dcs_climate:dcs_device_hopper_filter_gold:0, Golden Filter Hopper
dcs_climate:dcs_device_hopper_silver:0, Compression Hopper
dcs_climate:dcs_device_faucet:0, Faucet
dcs_climate:dcs_device_faucet_sus:0, Infinity Water Faucet
dcs_climate:dcs_device_ibc:0, IBC Container
dcs_climate:dcs_device_hopper_fluid:0, Fluid Hopper
dcs_climate:dcs_device_water_pump:0, Centrifugal pump
dcs_climate:dcs_device_heat_exchanger:0, Heat Exchanger
dcs_climate:dcs_device_shaft_s_sus:0, Stainless Steel Shaft(I)
dcs_climate:dcs_device_shaft_l_sus:0, Stainless Steel Shaft(L)
dcs_climate:dcs_device_shaft_ta_sus:0, Stainless Steel Shaft(T-A)
dcs_climate:dcs_device_shaft_tb_sus:0, Stainless Steel Shaft(T-B)
dcs_climate:dcs_device_shaft_x_sus:0, Stainless Steel Shaft(X)
dcs_climate:dcs_device_gearbox_sus:0, Stainless Steel Gear Box
dcs_climate:dcs_cont_fuel:0, Fuel Coke Container
dcs_climate:dcs_cont_fuel:1, Carbide Container
dcs_climate:dcs_cont_fuel:2, Smokeless Powder Container
dcs_climate:dcs_cont_fuel:3, Synthetic Drop Container
dcs_climate:dcs_device_boiler_turbine:0, Boiler Turbine Block
dcs_climate:dcs_device_creative_box:0, Creative Torque Block
dcs_climate:dcs_device_gas_burner:0, Fuel Gas Burner
dcs_climate:dcs_device_diesel_engine:0, Diesel Engine
dcs_climate:dcs_device_kinetic_motor:0, Induction Motor Block
dcs_climate:dcs_device_dynamo:0, Dynamo
dcs_climate:dcs_device_reactor:0, Chemical Reactor
dcs_climate:dcs_device_crusher:0, Hammer Mill
dcs_climate:dcs_device_freezer:0, Freezer
dcs_climate:dcs_device_press_machine:0, Press Machine
dcs_climate:dcs_device_adapter_item:0, Item Sending Panel
dcs_climate:dcs_device_acceptor_item:0, Item Accepting Panel
dcs_climate:dcs_device_adapter_fluid:0, Fluid Sending Panel
dcs_climate:dcs_device_acceptor_fluid:0, Fluid Accepting Panel
dcs_climate:dcs_device_portal_manager:0, Transfer Portal
dcs_climate:dcs_device_monitor_rs:0, Remote RS Lamp
dcs_climate:dcs_device_monitor_cm:0, Remote Comparator Lamp
dcs_climate:dcs_device_monitor_torque:0, Remote Torque Monitor
dcs_climate:dcs_device_monitor_rf:0, Remote RF Monitor
dcs_climate:dcs_device_monitor_fluid:0, Remote Fluid Monitor
dcs_climate:dcs_device_monitor_item:0, Remote Item Monitor
dcs_climate:dcs_motor_minecart:0, Motorized Cart
dcs_climate:dcs_motor_scooter:0, Scooter (Orange)
dcs_climate:dcs_motor_scooter:1, Scooter (Blue)
dcs_climate:dcs_motor_scooter:2, Scooter (White)
dcs_climate:dcs_motor_scooter:3, Scooter (Black)
dcs_climate:dcs_magnetic_hover:0, Magnetic Hovercraft
dcs_climate:dcs_mechanical:0, Induction motor
dcs_climate:dcs_mechanical:1, Alternator
dcs_climate:dcs_mechanical:2, Engine Part
dcs_climate:dcs_mechanical:3, Engine
dcs_climate:dcs_mechanical:4, Tire
dcs_climate:dcs_mechanical:5, SC Magnet
dcs_climate:dcs_torque_checker:0, Torque Checker
dcs_climate:dcs_reagent:0, CoalTar Drop
dcs_climate:dcs_reagent:1, Glycerine Drop
dcs_climate:dcs_reagent:2, Synthetic Drop
dcs_climate:dcs_reagent:3, Alkali Dust
dcs_climate:dcs_reagent:4, Ammonium Nitrate Dust
dcs_climate:dcs_reagent:5, Nitro Cellulose Dust
dcs_climate:dcs_reagent:6, Nitro Glycerin Bottle
dcs_climate:dcs_reagent:7, Carbon Black Bottle
dcs_climate:dcs_reagent:8, Smokeless Gunpowder
dcs_climate:dcs_reagent:9, Carbide
dcs_climate:dcs_reagent:10, Phosphorus
dcs_climate:dcs_reagent:11, Phosphoric Acid
dcs_climate:dcs_reagent:12, Ammonium Phosphate
dcs_climate:dcs_reagent:13, Fuel Coke
dcs_climate:dcs_reagent:14, Aromatic Compound
dcs_climate:dcs_mold:0, Press Mold
dcs_climate:dcs_slotcard:0, Device Slot Panel
dcs_climate:dcs_aluminium_mold:0, Aluminium Mold
dcs_climate:dcs_aluminium_mold:1, Aluminium Mold
dcs_climate:dcs_aluminium_mold:2, Aluminium Mold
dcs_climate:dcs_aluminium_mold:3, Aluminium Mold
dcs_climate:dcs_aluminium_mold:4, Aluminium Mold
dcs_climate:dcs_aluminium_mold:5, Aluminium Mold
dcs_climate:dcs_alloy_mold:0, Alloy Mold
dcs_climate:dcs_alloy_mold:1, Alloy Mold
dcs_climate:dcs_alloy_mold:2, Alloy Mold
dcs_climate:dcs_alloy_mold:3, Alloy Mold
dcs_climate:dcs_synthetic:0, Synthetic String
dcs_climate:dcs_synthetic:1, Synthetic Cloth
dcs_climate:dcs_synthetic:2, Synthetic Plate
dcs_climate:dcs_synthetic:3, Synthetic Leather
dcs_climate:dcs_synthetic:4, Synthetic Fur
dcs_climate:dcs_catalyst:0, Nickel Catalyst
dcs_climate:dcs_catalyst:1, Titanium Catalyst
dcs_climate:dcs_catalyst:2, Bismuth Catalyst
dcs_climate:dcs_catalyst:3, Blaze Catalyst
dcs_climate:dcs_gemcore:0, Transfer Core
dcs_climate:dcs_gemcore:1, Butterfly's Wing
dcs_climate:dcs_adapter_card:0, Transfer Card (Item/Input)
dcs_climate:dcs_adapter_card:1, Transfer Card (Item/Output)
dcs_climate:dcs_adapter_card:2, Transfer Card (Fluid/Input)
dcs_climate:dcs_adapter_card:3, Transfer Card (Fluid/Output)
dcs_climate:dcs_dynamite:0, Dynamite
dcs_climate:dcs_dynamite:1, Silky Dynamite
dcs_climate:dcs_coating_tool:0, Chrome Coating Tool
dcs_climate:dcs_coating_tool:1, Nickel Coating Tool
dcs_climate:dcs_coating_tool:2, Zinc Plating Tool
dcs_climate:dcs_coating_tool:3, Silver Plating Tool
dcs_climate:dcs_coating_tool:4, Bismuth Plating Tool
dcs_climate:dcs_coating_tool:5, Blaze Coating Tool
dcs_climate:dcs_coating_tool:6, Poison Coating Tool
dcs_climate:dcs_coating_tool:7, Borax Coating Tool
dcs_climate:dcs_coating_tool:8, Plastic Coating Tool
dcs_climate:dcs_coating_tool:9, Handmade Lure
dcs_climate:dcs_rotaryblade:0, SUS Hammer Plate
dcs_climate:dcs_rotaryblade:1, Titanium Hammer Plate
dcs_climate:dcs_ore_elestial:0, Elestial Block
dcs_climate:dcs_lotus_candle_white:0, Lotus Candle
dcs_climate:dcs_lotus_candle_black:0, Black Lotus Candle
dcs_climate:dcs_device_biomeglass:0, Biome Cube(Plain)
dcs_climate:dcs_device_biomeglass:1, Biome Cube(Jungle)
dcs_climate:dcs_device_biomeglass:2, Biome Cube(Desert)
dcs_climate:dcs_device_biomeglass:3, Biome Cube(Ice)
dcs_climate:dcs_magicmace_light:0, Magical Mace (Light)
dcs_climate:dcs_magicmace_moon:0, Magical Mace (Moonlight)
dcs_climate:dcs_magicmace_bird:0, Magical Mace (Wing)
dcs_climate:dcs_magicmace_ice:0, Magical Mace (Ice)
dcs_climate:dcs_magicmace_ocean:0, Magical Mace (Sea)
dcs_climate:dcs_magicmace_burn:0, Magical Mace (Burn)
dcs_climate:dcs_magicmace_flower:0, Magical Mace (Flower)
dcs_climate:dcs_magicmace_glory:0, Magical Mace (Glory)
dcs_climate:dcs_magicmace_drought:0, Magical Mace (Drought)
dcs_climate:dcs_magicmace_impact:0, Magical Mace (Impact)
dcs_climate:dcs_time_cage:0, Butterfly of Time Flow
dcs_climate:dcs_jewel_pendant:0, Chrysoprase Pendant
dcs_climate:dcs_jewel_pendant:1, Carnelian Pendant
dcs_climate:dcs_jewel_pendant:2, White Chalcedony Pendant
dcs_climate:dcs_jewel_pendant:3, Crystal Pendant
dcs_climate:dcs_jewel_pendant:4, Sapphire Pendant
dcs_climate:dcs_jewel_pendant:5, Malachite Pendant
dcs_climate:dcs_jewel_pendant:6, Celestite Pendant
dcs_climate:dcs_jewel_pendant:7, Nacre Pendant
dcs_climate:dcs_jewel_pendant:8, Lapis-Lazuli Pendant
dcs_climate:dcs_jewel_pendant:9, Diamond Pendant
dcs_climate:dcs_jewel_pendant:10, Schorl Pendant
dcs_climate:dcs_jewel_pendant:11, Serpentine Pendant
dcs_climate:dcs_jewel_pendant:12, Olivine Pendant
dcs_climate:dcs_jewel_pendant:13, Almandine Pendant
dcs_climate:dcs_jewel_pendant:14, Elestial Pendant
dcs_climate:dcs_jewel_pendant:15, Rutile Pendant
dcs_climate:dcs_jewel_pendant:16, Bismuth Pendant
dcs_climate:dcs_jewel_pendant:17, Jadeite Pendant
dcs_climate:dcs_jewel_pendant:18, Moonstone Pendant
dcs_climate:dcs_jewel_pendant:19, Kunzite Pendant
dcs_climate:dcs_jewel_badge:0, Chrysoprase Badge
dcs_climate:dcs_jewel_badge:1, Carnelian Badge
dcs_climate:dcs_jewel_badge:2, White Chalcedony Badge
dcs_climate:dcs_jewel_badge:3, Crystal Badge
dcs_climate:dcs_jewel_badge:4, Sapphire Badge
dcs_climate:dcs_jewel_badge:5, Malachite Badge
dcs_climate:dcs_jewel_badge:6, Celestite Badge
dcs_climate:dcs_jewel_badge:7, Nacre Badge
dcs_climate:dcs_jewel_badge:8, Lapis-Lazuli Badge
dcs_climate:dcs_jewel_badge:9, Diamond Badge
dcs_climate:dcs_jewel_badge:10, Schorl Badge
dcs_climate:dcs_jewel_badge:11, Serpentine Badge
dcs_climate:dcs_jewel_badge:12, Olivine Badge
dcs_climate:dcs_jewel_badge:13, Almandine Badge
dcs_climate:dcs_jewel_badge:14, Elestial Badge
dcs_climate:dcs_jewel_badge:15, Rutile Badge
dcs_climate:dcs_jewel_badge:16, Bismuth Badge
dcs_climate:dcs_jewel_badge:17, Jadeite Badge
dcs_climate:dcs_jewel_badge:18, Moonstone Badge
dcs_climate:dcs_jewel_badge:19, Kunzite Badge
dcs_climate:dcs_jewel_amulet:0, Amulet of Crystal
dcs_climate:dcs_jewel_amulet:1, Amulet of Journey
dcs_climate:dcs_jewel_amulet:2, Amulet of Guardian
dcs_climate:dcs_jewel_amulet:3, Amulet of Starry Sky
dcs_climate:dcs_jewel_amulet:4, Amulet of Moon
dcs_climate:dcs_expgem:0, EXP Gem
dcs_climate:dcs_dagger_silver:0, Silver Dagger
dcs_climate:dcs_dagger_magic:0, Magic Dagger (Power)
dcs_climate:dcs_dagger_magic:1, Magic Dagger (Explotion)
dcs_climate:dcs_dagger_magic:2, Magic Dagger (Ice)
dcs_climate:dcs_dagger_magic:3, Magic Dagger (Absolute)
dcs_climate:dcs_dagger_magic:4, Magic Dagger (Fire)
dcs_climate:dcs_dagger_magic:5, Magic Dagger (Inferno)
dcs_climate:dcs_dagger_magic:6, Magic Dagger (Gravity)
dcs_climate:dcs_dagger_magic:7, Magic Dagger (Levitation)
dcs_climate:dcs_dagger_magic:8, Magic Dagger (Hypnotize)
dcs_climate:dcs_dagger_magic:9, Magic Dagger (Enemy Barrier)
